GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09
0400000US12,12,Florida,8738970,32696,70.3,0.3,5.5,0.1,6.0,0.2,12.0,0.2,6.2,0.2,2987267,27146,58.0,0.5,7.7,0.3,10.5,0.3,18.7,0.4,5.2,0.2,1822072,25032,71.2,0.7,3.2,0.3,4.5,0.3,11.8,0.4,9.3,0.5,2333815,23670,79.7,0.5,4.8,0.3,4.1,0.2,7.5,0.3,3.9,0.2,796175,16353,73.4,0.9,7.8,0.4,1.5,0.3,6.0,0.5,11.4,0.7,799641,18237,83.2,0.8,2.9,0.3,2.9,0.4,6.5,0.4,4.4,0.4,14.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US13,13,Georgia,4466307,22294,69.4,0.5,4.0,0.2,5.9,0.2,15.0,0.3,5.7,0.2,1613318,22398,56.1,0.9,5.4,0.3,10.3,0.4,23.3,0.6,4.9,0.3,758643,15282,67.4,1.0,2.8,0.4,4.6,0.4,16.2,0.8,9.0,0.7,1101894,15530,79.4,0.7,3.7,0.3,4.1,0.3,9.2,0.4,3.7,0.3,406842,9793,74.8,1.4,4.6,0.6,1.5,0.4,7.5,0.7,11.5,1.0,585610,11954,86.0,0.9,1.8,0.3,2.2,0.3,6.5,0.6,3.6,0.4,12.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,664180,7810,61.8,0.8,3.1,0.3,7.7,0.6,20.2,0.7,7.2,0.5,227022,6738,41.9,1.5,4.5,0.6,13.9,1.2,32.1,1.3,7.6,0.9,152657,5834,69.9,1.6,1.7,0.5,4.7,0.9,16.4,1.6,7.3,1.1,165301,6308,73.4,1.7,2.8,0.6,5.3,0.9,13.2,1.3,5.2,0.9,61834,3897,69.4,3.7,4.0,1.2,2.6,1.1,11.9,2.0,12.0,2.5,57366,3473,77.6,2.3,1.2,0.7,3.1,1.1,12.1,2.0,5.9,1.6,12.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US16,16,Idaho,726768,8459,67.3,1.0,4.5,0.5,6.2,0.5,14.6,0.7,7.5,0.5,242553,7409,49.6,1.8,6.6,1.1,11.6,1.2,23.5,1.6,8.8,1.0,133366,5098,67.9,2.3,2.2,0.7,5.3,1.0,15.2,1.8,9.3,1.3,170593,7178,77.0,1.8,3.6,0.7,3.9,0.7,10.6,1.1,4.8,0.9,86385,5868,77.5,2.7,5.6,1.6,1.5,0.7,5.6,1.2,9.7,1.5,93871,5208,85.1,2.0,2.6,1.2,1.7,0.6,5.9,1.4,4.7,1.0,14.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US17,17,Illinois,6143429,21683,71.1,0.3,3.5,0.1,8.6,0.2,12.0,0.2,4.7,0.1,2278161,20218,58.8,0.5,4.8,0.2,14.6,0.3,17.1,0.4,4.7,0.2,1065859,15285,68.2,0.7,1.7,0.2,6.9,0.4,16.1,0.5,7.1,0.4,1494257,15269,80.2,0.5,3.2,0.2,6.0,0.3,7.7,0.4,2.9,0.2,444714,9688,76.0,1.0,5.7,0.5,2.3,0.4,6.4,0.5,9.7,0.8,860438,13682,89.1,0.5,1.8,0.2,2.7,0.3,3.9,0.3,2.5,0.2,12.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US18,18,Indiana,3087270,14316,72.9,0.4,2.7,0.2,9.1,0.3,10.7,0.3,4.7,0.2,1014458,15100,57.5,0.8,3.6,0.3,17.3,0.6,17.2,0.5,4.3,0.3,525060,10763,70.2,0.9,1.8,0.4,7.6,0.6,13.4,0.7,7.0,0.5,706766,12971,80.4,0.6,2.5,0.3,6.7,0.4,7.4,0.5,2.9,0.3,266010,8981,77.5,1.4,4.2,0.6,1.7,0.4,5.0,0.5,11.6,1.1,574976,10503,91.3,0.6,1.1,0.2,2.2,0.3,3.2,0.4,2.2,0.3,10.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US19,19,Iowa,1593590,9293,67.6,0.5,3.5,0.2,8.4,0.3,13.5,0.4,6.9,0.3,558730,10285,50.6,0.9,5.2,0.4,14.1,0.6,22.1,0.8,8.1,0.5,258736,6130,64.5,1.3,2.0,0.4,8.8,0.6,14.4,1.0,10.3,0.8,369750,7662,77.9,1.1,3.2,0.4,6.1,0.5,9.2,0.7,3.6,0.4,149596,4793,75.8,1.4,3.8,0.5,1.8,0.5,6.9,0.9,11.7,1.2,256778,6150,88.4,0.8,1.4,0.3,2.9,0.5,4.2,0.6,3.1,0.4,11.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US20,20,Kansas,1397854,9549,67.3,0.6,3.2,0.2,8.0,0.3,15.4,0.5,6.1,0.3,516302,8822,52.4,1.1,4.1,0.4,13.9,0.8,23.2,0.8,6.4,0.4,232797,7342,65.2,1.4,2.1,0.5,7.1,0.8,15.9,1.2,9.7,0.9,315648,7967,76.2,1.1,3.8,0.5,5.2,0.5,11.2,0.8,3.7,0.5,139022,5210,77.9,1.5,3.4,0.8,1.0,0.3,8.8,1.0,8.9,1.0,194085,5678,87.6,1.0,1.3,0.3,2.4,0.6,5.5,0.8,3.1,0.5,10.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,1909704,13212,69.2,0.5,2.8,0.2,8.0,0.3,14.4,0.4,5.6,0.3,628475,10785,52.9,0.9,4.2,0.4,14.5,0.7,23.1,0.9,5.3,0.4,328325,8071,65.2,1.3,1.7,0.3,7.7,0.8,16.7,1.0,8.7,0.7,443455,9144,77.9,1.0,2.7,0.4,5.7,0.6,10.5,0.6,3.3,0.4,177607,6284,75.1,1.8,3.7,0.7,2.6,0.6,6.1,0.9,12.5,1.5,331842,9117,89.5,0.7,0.9,0.2,2.0,0.4,5.2,0.6,2.4,0.4,11.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,2018024,13487,70.0,0.6,3.4,0.2,6.6,0.3,14.3,0.4,5.7,0.3,651554,12870,54.9,1.0,5.1,0.4,12.3,0.6,22.4,0.9,5.4,0.5,394849,10256,67.6,1.6,1.8,0.3,5.6,0.7,16.4,1.3,8.5,0.9,478449,12399,78.4,0.9,3.2,0.4,4.3,0.5,10.6,0.7,3.5,0.4,232429,7788,81.2,1.4,3.4,0.5,1.3,0.4,5.2,0.7,8.9,0.9,260743,8339,85.9,1.2,2.2,0.5,2.7,0.7,6.0,0.7,3.2,0.6,12.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US23,23,Maine,653189,6948,60.8,1.1,4.1,0.4,12.0,0.7,13.9,0.6,9.1,0.6,234143,5567,44.7,1.5,5.7,0.7,20.9,1.2,21.4,1.2,7.2,0.8,121586,5568,61.9,2.4,1.4,0.5,12.1,1.5,14.7,1.5,9.9,1.1,155024,5882,75.5,1.8,3.0,0.6,7.4,0.9,9.1,1.1,4.9,0.8,67924,3430,57.1,3.0,8.1,1.5,1.5,0.6,6.3,1.6,27.0,2.5,74512,3944,82.6,1.9,2.3,0.7,2.8,0.9,6.2,1.4,6.1,1.1,8.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US24,24,Maryland,2994301,14042,60.1,0.5,3.2,0.1,9.8,0.3,22.1,0.4,4.8,0.2,1338363,14870,46.3,0.7,3.8,0.2,14.5,0.5,31.2,0.6,4.2,0.3,518961,12914,64.7,1.1,2.0,0.3,7.5,0.6,18.8,0.9,7.0,0.6,652000,11422,71.7,0.9,2.9,0.4,6.7,0.5,15.5,0.8,3.2,0.3,241191,8027,75.1,1.4,4.8,0.6,2.9,0.6,8.8,1.0,8.4,1.0,243786,7892,80.5,1.3,2.0,0.4,3.8,0.9,9.6,0.9,4.2,0.5,14.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,3470655,19542,66.0,0.4,2.9,0.2,12.5,0.3,12.3,0.3,6.3,0.2,1550682,16479,55.6,0.6,3.4,0.2,19.4,0.5,15.9,0.4,5.8,0.3,619507,12512,65.9,1.0,1.8,0.3,10.0,0.5,14.1,0.8,8.2,0.5,756978,14342,77.9,0.9,2.6,0.3,7.4,0.5,8.4,0.5,3.7,0.3,241155,6921,69.7,1.5,5.5,0.9,2.6,0.6,6.3,0.8,15.8,1.2,302333,8901,86.8,1.0,1.7,0.4,3.2,0.5,4.7,0.7,3.5,0.5,13.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US26,26,Michigan,4448034,20901,71.4,0.3,3.4,0.1,9.7,0.2,10.4,0.2,5.1,0.1,1567691,17879,57.9,0.7,4.8,0.3,16.6,0.4,16.0,0.4,4.7,0.2,797831,12572,70.1,0.7,1.7,0.2,8.4,0.4,12.1,0.5,7.7,0.4,1024044,15721,78.3,0.6,3.3,0.2,7.4,0.4,7.8,0.3,3.3,0.3,348739,8223,76.6,1.0,5.0,0.6,2.1,0.4,4.1,0.4,12.2,0.7,709729,12861,89.9,0.5,1.6,0.2,3.1,0.3,3.2,0.3,2.2,0.3,11.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,2864517,12336,67.2,0.4,3.9,0.2,11.2,0.2,12.0,0.3,5.7,0.2,1157237,10473,54.5,0.7,4.9,0.2,17.6,0.4,17.2,0.5,5.7,0.3,471917,11410,66.9,1.1,1.9,0.3,11.1,0.7,12.6,0.9,7.5,0.5,643658,9628,77.2,0.8,3.4,0.3,7.3,0.4,8.8,0.5,3.4,0.3,223556,5774,72.8,1.0,7.4,0.6,1.7,0.3,6.6,0.6,11.4,0.8,368149,8680,86.8,0.8,2.2,0.3,3.9,0.5,3.6,0.4,3.5,0.4,10.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,1208586,11246,67.7,0.9,3.1,0.3,5.6,0.4,17.6,0.6,5.9,0.4,375523,10057,48.2,1.5,4.6,0.6,10.4,0.8,30.9,1.3,5.9,0.7,213384,6742,64.7,1.9,1.5,0.4,4.9,0.7,20.5,1.4,8.5,1.2,286604,7970,79.6,1.3,3.0,0.7,4.3,0.7,9.9,0.8,3.2,0.6,136190,6351,74.2,2.2,3.7,0.9,1.6,0.6,8.3,1.3,12.3,1.7,196885,7521,86.5,1.3,2.0,0.7,2.2,0.6,6.4,0.9,2.9,0.6,10.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US29,29,Missouri,2805646,16034,68.2,0.4,3.0,0.2,10.9,0.3,12.2,0.3,5.7,0.2,1011269,15978,54.3,0.7,4.4,0.3,18.4,0.5,17.6,0.6,5.3,0.3,497941,10491,65.5,1.1,1.6,0.3,10.4,0.8,15.1,0.9,7.5,0.6,696747,12667,78.3,0.7,2.6,0.3,6.7,0.5,8.4,0.5,4.0,0.4,242343,7306,74.6,1.5,3.9,0.6,2.4,0.5,6.6,0.7,12.6,1.1,357346,9132,87.2,0.9,1.4,0.3,4.2,0.5,4.1,0.4,3.1,0.4,11.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US30,30,Montana,494622,5533,57.5,1.1,5.5,0.5,9.4,0.7,17.4,0.8,10.1,0.7,178413,6087,38.5,1.9,8.0,1.0,15.6,1.2,27.0,1.5,10.9,1.3,92881,4242,62.0,2.8,2.6,0.6,8.0,1.6,16.4,2.0,11.1,1.6,110371,4445,68.8,2.0,5.0,0.8,8.0,1.4,12.9,1.3,5.3,1.0,64784,3373,69.2,2.6,5.3,1.2,1.0,0.5,8.3,1.3,16.2,2.3,48173,3185,78.0,3.0,3.3,1.1,3.5,1.0,6.8,1.8,8.5,2.2,11.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,981449,7079,67.1,0.6,3.7,0.2,8.7,0.4,14.0,0.5,6.5,0.3,353671,7220,50.2,1.2,4.9,0.5,15.4,0.7,21.6,1.0,7.9,0.6,167850,6214,65.3,1.6,2.4,0.5,8.2,0.9,15.9,1.2,8.2,0.8,230039,6322,78.6,1.2,3.4,0.6,5.3,0.7,9.3,0.8,3.3,0.4,99898,4261,76.0,1.7,4.9,0.8,1.6,0.5,7.9,1.1,9.7,1.1,129991,4174,88.2,1.3,2.0,0.5,3.0,0.8,3.5,0.6,3.3,0.5,11.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
